Score_x	global_link	Score_y	mirmap_link	Comparison	pydeg_settings_label	Transcript	miRNA	pydeg_settings
		-15.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G13290_2_ath-miR2112-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G13290.2	ath-miR2112-5p	0
		-17.2000007629	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G14620_1_ath-miR5663-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G14620.1	ath-miR5663-5p	0
		-19.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G14620_1_ath-miR3932b-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G14620.1	ath-miR3932b-5p	0
		-15.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G15270_1_ath-miR831-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G15270.1	ath-miR831-3p	0
		-20.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G17850_1_ath-miR414_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G17850.1	ath-miR414	0
		-23.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G20990_1_ath-miR843_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G20990.1	ath-miR843	0
		-13.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G23510_2_ath-miR398a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G23510.2	ath-miR398a-3p	0
		-13.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G23510_2_ath-miR398b-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G23510.2	ath-miR398b-3p	0
		-15.3000001907	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR5639-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR5639-3p	0
		-20.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR160c-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR160c-3p	0
		-16.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR5029_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR5029	0
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR5022_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR5022	0
		-14.8000001907	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR398a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR398a-3p	0
		-14.8000001907	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G24000_1_ath-miR398b-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G24000.1	ath-miR398b-3p	0
		-18.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G25475_4_ath-miR164a_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G25475.4	ath-miR164a	0
		-18.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G25475_4_ath-miR164c-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G25475.4	ath-miR164c-5p	0
		-15.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G27210_1_ath-miR2934-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G27210.1	ath-miR2934-3p	0
		-16.7000007629	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G42360_1_ath-miR5664_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G42360.1	ath-miR5664	0
		-16.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G50150_1_ath-miR840-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G50150.1	ath-miR840-3p	0
		-18.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G54145_1_ath-miR774b-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G54145.1	ath-miR774b-5p	0
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G54145_1_ath-miR8177_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G54145.1	ath-miR8177	0
		-14.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G64920_1_ath-miR840-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	AT5G64920.1	ath-miR840-3p	0
		-14.5	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATCG00190_1_ath-miR169h_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATCG00190.1	ath-miR169h	0
		-17.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATCG00190_1_ath-miR169d_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATCG00190.1	ath-miR169d	0
		-14.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATCG00190_1_ath-miR169a-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATCG00190.1	ath-miR169a-5p	0
		-14.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATCG00190_1_ath-miR169b-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATCG00190.1	ath-miR169b-5p	0
		-14.5	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATCG01300_1_ath-miR5027_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATCG01300.1	ath-miR5027	0
		-15.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_ATMG00480_1_ath-miR3440b-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 2 - conf: 0.95	ATMG00480.1	ath-miR3440b-5p	0
		-20.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G01660_2_ath-miR5642b_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G01660.2	ath-miR5642b	2
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G11880_1_ath-miR775_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G11880.1	ath-miR775	2
		-18.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G14830_1_ath-miR5020a_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G14830.1	ath-miR5020a	2
		-13.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G14850_1_ath-miR5029_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G14850.1	ath-miR5029	2
		-14.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G15690_1_ath-miR5021_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G15690.1	ath-miR5021	2
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G19960_1_ath-miR8166_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G19960.1	ath-miR8166	2
		-15.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G20880_1_ath-miR780.1_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G20880.1	ath-miR780.1	2
		-14.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G27350_1_ath-miR160a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G27350.1	ath-miR160a-3p	2
		-20.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G28260_1_ath-miR8180_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G28260.1	ath-miR8180	2
		-14.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G31160_1_ath-miR4221_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G31160.1	ath-miR4221	2
		-18.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G31460_1_ath-miR416_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G31460.1	ath-miR416	2
		-18.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G31470_1_ath-miR416_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G31470.1	ath-miR416	2
		-16.7000007629	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G45229_2_ath-miR834_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G45229.2	ath-miR834	2
		-15.3000001907	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G49730_1_ath-miR5998b_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G49730.1	ath-miR5998b	2
		-18.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G51830_2_ath-miR2937_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G51830.2	ath-miR2937	2
		-15.1999998093	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G52030_1_ath-miR8183_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G52030.1	ath-miR8183	2
		-14.6999998093	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G52570_1_ath-miR867_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G52570.1	ath-miR867	2
		-17.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G54210_1_ath-miR8174_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G54210.1	ath-miR8174	2
		-15.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G59700_1_ath-miR5641_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G59700.1	ath-miR5641	2
		-16.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G60600_2_ath-miR5997_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G60600.2	ath-miR5997	2
		-16.7000007629	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G62880_1_ath-miR164a_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G62880.1	ath-miR164a	2
		-18.5	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G62880_1_ath-miR401_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G62880.1	ath-miR401	2
		-16.7000007629	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G62880_1_ath-miR164c-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G62880.1	ath-miR164c-5p	2
		-16.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G65430_1_ath-miR167d_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G65430.1	ath-miR167d	2
		-16.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G65430_1_ath-miR167a-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G65430.1	ath-miR167a-5p	2
		-17.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G67430_1_ath-miR1886.1_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67430.1	ath-miR1886.1	2
		-17.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G67430_1_ath-miR173-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67430.1	ath-miR173-5p	2
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G67830_1_ath-miR398a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67830.1	ath-miR398a-3p	2
		-15.0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G67830_1_ath-miR398b-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67830.1	ath-miR398b-3p	2
		-17.6000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G73570_1_ath-miR8173_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G73570.1	ath-miR8173	2
		-13.8000001907	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G80880_1_ath-miR8166_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G80880.1	ath-miR8166	2
		-14.5	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G80880_1_ath-miR5635b_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G80880.1	ath-miR5635b	2
		-19.2999992371	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G01470_1_ath-miR842_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G01470.1	ath-miR842	2
		-14.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G01470_1_ath-miR869.1_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G01470.1	ath-miR869.1	2
		-15.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G02570_1_ath-miR401_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G02570.1	ath-miR401	2
		-16.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G05590_2_ath-miR398a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G05590.2	ath-miR398a-3p	2
		-16.3999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G05590_2_ath-miR398b-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G05590.2	ath-miR398b-3p	2
		-15.8999996185	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G07707_1_ath-miR3440b-5p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G07707.1	ath-miR3440b-5p	2
		-19.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G26500_1_ath-miR1886.1_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G26500.1	ath-miR1886.1	2
		-15.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G26860_1_ath-miR775_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G26860.1	ath-miR775	2
		-18.5	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G30980_1_ath-miR391-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G30980.1	ath-miR391-3p	2
		-14.1999998093	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G31340_1_ath-miR5648-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G31340.1	ath-miR5648-3p	2
		-15.1000003815	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Alignment/Zhang-2021/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G31340_1_ath-miR160a-3p_0_95_4.png?raw=true	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G31340.1	ath-miR160a-3p	2
